index,employer,employee
0,employer,employee
1,employers,employees
2,owner,worker
3,owners,workers
4,industrialist,laborer
5,industrialists,laborers
6,proprietor,employee
7,proprietors,employees
8,capitalist,proletarian
9,capitalists,proletariat
10,manager,staff
11,managers,staff
12,director,employee
13,directors,employees
14,boss,worker
15,bosses,workers
16,foreman,laborer
17,foremen,laborers
18,supervisor,staff
19,superintendent,staff
