index,moral,immoral
0,moral,immoral
1,noble,ignoble
2,righteous,unrighteous
3,virtue,vice
4,just,unjust
5,honorable,dishonorable
6,honourable,dishonourable
7,good,bad
8,good,evil
9,ethical,unethical
10,principled,unprincipled
11,innocent,corrupt
